sentence_id,word_index,word,tag
36,9,జికా,B-DIS
36,10,వైర‌స్‌లో,I-DIS
36,11,కూడా,O
36,12,మార్పులు,O
36,13,వ‌చ్చాయి,O
36,14,.,O
37,1,1960లో,B-TIME
37,2,ఆఫ్రికాలో,B-LOC
37,3,మొట్ట‌,O
37,4,మొద‌ట,B-CARDINAL
37,5,దీన్ని,O
37,6,మ‌నిషికి,B-ORGANISM
37,7,సోకిన‌ట్టుగా,O
37,8,గుర్తించారు,O
37,9,.,O
38,1,ఇప్పుడిది,O
38,2,అమెరికా,B-LOC
38,3,",",O
38,4,ఆఫ్రికా,B-LOC
38,5,దేశాల‌కే,I-LOC
38,6,కాక,O
38,7,ప్ర‌పంచ‌వ్యాప్తంగా,B-LOC
38,8,వ్యాప్తి,O
38,9,చెందింది,O
38,10,.,O
39,1,కొలంబియా,B-LOC
39,2,",",O
39,3,సాల్వేడార్‌,B-LOC
39,4,",",O
39,5,ప‌రాగ్వే,B-LOC
39,6,",",O
39,7,వెనిజులా,B-LOC
39,8,",",O
39,9,ప‌నామా,B-LOC
39,10,",",O
39,11,ఫ్రంచ్,B-LOC
39,12,గ‌యానా,I-LOC
39,13,",",O
39,14,ఈక్వెడార్‌,B-LOC
39,15,",",O
39,16,క‌రేబియ‌న్,B-LOC
39,17,దీవులు,I-LOC
39,18,",",O
39,19,బొలీవియా,B-LOC
39,20,",",O
39,21,హైతీ,B-LOC
39,22,ఈ,O
39,23,వ‌రుస,O
39,24,పెరిగి,O
39,25,ప్ర‌స్తుతం,O
39,26,ప్ర‌పంచ,B-LOC
39,27,వ్యాప్తంగా,O
39,28,40ల‌క్ష‌ల,B-CARDINAL
39,29,వ‌ర‌కు,O
39,30,జికా,B-DIS
39,31,వైర‌స్,I-DIS
39,32,బాధితులు,O
39,33,ఉన్న‌ట్టుగా,O
39,34,స‌మాచారం,O
39,35,.,O
40,1,హైదరాబాద్కు,B-LOC
40,2,చెందిన,O
40,3,భారత్,B-LOC
40,4,బయోటెక్,O
40,5,సంస్థ,O
40,6,దీనికి,O
40,7,టీకా,B-MED
40,8,/,O
40,9,"వ్యాక్సిన్,",O
40,10,కనుగొన్నట్లుగా,O
40,11,చెప్పుచున్నది,O
40,12,.,O
41,1,రెండున్నరేళ్లుగా,B-TIME
41,2,జికా,B-DIS
41,3,వైరస్,I-DIS
41,4,నిరోధక,O
41,5,వ్యాక్సిన్‌పై,B-MED
41,6,పరిశోధనలు,O
41,7,చేస్తున్నట్లు,O
41,8,భారత్,B-LOC
41,9,బయోటెక్,B-ORG
41,10,వెల్లడించింది,O
41,11,.,O
42,1,జికా,B-DIS
42,2,వ్యాక్,I-DIS
42,3,పేరుతో,O
42,4,వ్యాక్సినేషన్‌ను,B-MED
42,5,అందుబాటులోకి,O
42,6,తెస్తామని,O
42,7,పేర్కొంది,O
42,8,.,O
43,1,జ్వరం,B-DIS
43,2,మరీ,O
43,3,తీవ్రంగా,O
43,4,ఉంటే,O
43,5,తులసి,B-ORGANISM
43,6,ఆకులనూ,I-ORGANISM
43,7,",",O
43,8,యాలకుల,B-ORGANISM
43,9,పొడినీ,I-ORGANISM
43,10,కలిపి,O
43,11,అరలీటరు,O
43,12,నీళ్లలో,O
43,13,మరిగించి,O
43,14,కషాయం,B-MED
43,15,తయారు,O
43,16,చేయాలి,O
43,17,.,O
44,1,పలురకాల,O
44,2,ఆయుర్వేద,B-MED
44,3,దగ్గు,B-DIS
44,4,మందుల్లో,B-MED
44,5,తులసిని,B-ORGANISM
44,6,తప్పకుండా,O
44,7,కలుపుతారు,O
44,8,.,O
45,1,బ్రాంకైటిస్‌,B-DIS
45,2,",",O
45,3,ఆస్థమాల్లో,B-DIS
45,4,కఫాన్ని,I-DIS
45,5,తొలగించటంలో,O
45,6,తోడ్పడుతుంది,O
45,7,.,O
45,8,తులసి,B-ORGANISM
45,9,ఆకుల్ని,I-ORGANISM
45,10,నోట్లో,O
45,11,పెట్టుకుని,O
45,12,నమలటం,O
45,13,వల్ల,O
45,14,జలుబు,B-DIS
45,15,",",O
45,16,ఫ్లూ,B-DIS
45,17,నుంచి,O
45,18,ఉపశమనం,O
45,19,లభిస్తుంది,O
45,20,.,O
46,1,చిన్నపిల్లల్లో,B-ORGANISM
46,2,సర్వసాధారణంగా,O
46,3,కనిపించే,O
46,4,దగ్గు,B-DIS
46,5,",",O
46,6,జలుబు,B-DIS
46,7,",",O
46,8,జ్వరం,B-DIS
46,9,",",O
46,10,డయేరియా,B-DIS
46,11,",",O
46,12,వాంతులు,B-DIS
46,13,వంటి,O
46,14,సమస్యలకు,O
46,15,తులసి,B-ORGANISM
46,16,ఆకుల,I-ORGANISM
46,17,రసాన్ని,B-MED
46,18,తాగిస్తే,O
46,19,మంచి,O
46,20,ఉపశమనం,O
46,21,కనిపిస్తుంది,O
46,22,.,O
47,1,ప్రతిరోజు,B-TIME
47,2,5,B-CARDINAL
47,3,లేదా,O
47,4,6,B-CARDINAL
47,5,తులసి,O
47,6,ఆకులు,B-ORGANISM
47,7,",",O
47,8,మిరియాలు,B-ORGANISM
47,9,",",O
47,10,ధనియాలు,B-ORGANISM
47,11,కలిపి,O
47,12,నూరి,O
47,13,తింటే,O
47,14,వాంతులు,B-DIS
47,15,",",O
47,16,దగ్గు,B-DIS
47,17,నుండి,O
47,18,ఉపశమనం,B-MED
47,19,కలుగుతుంది,O
47,20,.,O
48,1,',O
48,2,రేడియేషన్,B-MED
48,3,',O
48,4,కు,O
48,5,గురైనందువలన,O
48,6,కలిగే,O
48,7,విషమ,O
48,8,పరిస్థితి,O
48,9,నుండి,O
48,10,రక్షణకు,O
48,11,కూడా,O
48,12,తులసి,B-ORGANISM
48,13,ఉపయోగ,O
48,14,పడవచ్చునని,O
48,15,కొన్ని,O
48,16,అధ్యయనాలు,O
48,17,సూచించాయి,O
48,18,.,O
49,1,డెంగూ,B-DIS
49,2,వైరస్,I-DIS
49,3,దోమల,B-ORGANISM
49,4,ద్వారా,O
49,5,వ్యాపించి,O
49,6,డెంగూ,B-DIS
49,7,జ్వరం,I-DIS
49,8,కలుగజేస్తుంది,O
49,9,.,O
50,1,ఏడిస్,B-ORGANISM
50,2,ఈజిైప్టె,I-ORGANISM
50,3,అనే,O
50,4,జాతి,O
50,5,దోమకాటు,B-DIS
50,6,వల్ల,O
50,7,మానవ,B-ORGANISM
50,8,శరీరంలోకి,O
50,9,ప్రవేశించే,O
50,10,వైరస్,B-DIS
50,11,వల్ల,O
50,12,వచ్చేది,O
50,13,డెంగ్యూ,B-DIS
50,14,జ్వరం,I-DIS
50,15,.,O
51,1,ఏడిస్,B-ORGANISM
51,2,ఈజిైప్టె,I-ORGANISM
51,3,దోమకాటు,B-DIS
51,4,వల్ల,O
51,5,ఒకరి,B-CARDINAL
51,6,నుంచి,O
51,7,మరొకరికి,O
51,8,డెంగ్యూ,B-DIS
51,9,వైరస్,I-DIS
51,10,వ్యాప్తి,O
51,11,చెందుతుంది,O
51,12,.,O
52,1,101,B-CARDINAL
52,2,నుంచి,O
52,3,105,B-CARDINAL
52,4,డిగ్రీల,I-CARDINAL
52,5,ఫారన్‌హీట్,I-CARDINAL
52,6,జ్వరం,B-DIS
52,7,హఠాత్తుగా,O
52,8,వస్తుంది,O
52,9,.,O
53,1,తీవ్రమైన,O
53,2,తలనొప్పి,B-DIS
53,3,",",O
53,4,నడుము,B-DIS
53,5,కింది,O
53,6,భాగంలో,O
53,7,తీవ్రమైన,O
53,8,నొప్పి,B-DIS
53,9,",",O
53,10,కళ్లు,B-DIS
53,11,మండట.,O
53,12,వంటి,O
53,13,లక్షణాలు,O
53,14,వస్తాయి,O
53,15,.,O
54,1,తీవ్రమైన,O
54,2,ఒళ్లునొప్పులు,B-DIS
54,3,",",O
54,4,కడుపులో,B-DIS
54,5,తిప్పడం,I-DIS
54,6,",",O
54,7,వాంతులు,B-DIS
54,8,",",O
54,9,కుడి,B-DIS
54,10,ఉదరభాగం,I-DIS
54,11,పై,O
54,12,వైపున,O
54,13,నొప్పి,B-DIS
54,14,వస్తుంది,O
54,15,.,O
55,1,డెంగ్యూతో,B-DIS
55,2,పాటుగా,O
55,3,రక్తస్రావం,B-DIS
55,4,లేదా,O
55,5,రక్తపోటు,B-DIS
55,6,అతి,O
55,7,తక్కువకు,O
55,8,పడిపోవడం,O
55,9,",",O
55,10,డెంగ్యూ,B-DIS
55,11,షాక్,B-DIS
55,12,సిండ్రోమ్‌లు,I-DIS
55,13,కనిపిస్తే,O
55,14,ప్రాణాంతకమే,O
55,15,.,O
56,1,డెంగ్యూ,B-DIS
56,2,చికిత్సకు,B-MED
56,3,ప్రత్యేకంగా,O
56,4,మందులు,B-MED
56,5,లేవు,O
56,6,కాబట్టి,O
56,7,చికిత్సా,O
56,8,విధానం,O
56,9,పరోక్ష,O
56,10,పద్ధతిలో,O
56,11,ఉంటుంది,O
56,12,.,O
57,1,రక్తపోటు,B-DIS
57,2,బాగా,O
57,3,పడిపోయినా,O
57,4,",",O
57,5,తీవ్రంగా,O
57,6,వాంతులు,B-DIS
57,7,చేసుకుంటూ,O
57,8,నోటి,O
57,9,ద్వారా,O
57,10,ద్రవాలు,O
57,11,తీసుకోవడం,O
57,12,కష్టంగా,O
57,13,ఉన్నా,O
57,14,",",O
57,15,ప్లేట్‌లెట్ల,B-DIS
57,16,సంఖ్య,O
57,17,50,B-CARDINAL
57,18,వేల,I-CARDINAL
57,19,కన్నా,O
57,20,తక్కువ,O
57,21,స్థాయికి,O
57,22,పడిపోయినా,B-DIS
57,23,ఆసుపత్రిలో,O
57,24,చేర్చాల్సి,O
57,25,వస్తుంది,O
57,26,.,O
58,1,జ్వరం,B-DIS
58,2,తగ్గిన,O
58,3,తరువాత,O
58,4,48,B-CARDINAL
58,5,నుంచి,O
58,6,72,B-CARDINAL
58,7,గంటలు,B-TIME
58,8,రోగిని,O
58,9,పరిశీలనలో,O
58,10,ఉంచి,O
58,11,",",O
58,12,రక్తంలో,O
58,13,ప్లేట్‌లెట్స్,B-DIS
58,14,సంఖ్య,O
58,15,క్రమంగా,O
58,16,50,B-CARDINAL
58,17,వేలకు,I-CARDINAL
58,18,పెరిగేవరకు,O
58,19,ఆసుపత్రిలోనే,O
58,20,ఉండాలి,O
58,21,.,O
59,1,ప్లేట్‌లెట్,B-DIS
59,2,కౌంట్,O
59,3,30,B-CARDINAL
59,4,వేల,I-CARDINAL
59,5,కన్నా,O
59,6,తగ్గినా,O
59,7,",",O
59,8,తీవ్రమైన,O
59,9,రక్తస్రావం,B-DIS
59,10,అవుతున్నా,O
59,11,",",O
59,12,ఏదైనా,O
59,13,శరీర,O
59,14,భాగం,O
59,15,సరిగా,O
59,16,పనిచేయకపోతున్నా,O
59,17,రోగిని,O
59,18,ఐసియులో,B-MED
59,19,చేర్చాల్సి,O
59,20,వస్తుంది,O
59,21,.,O
60,1,అజీర్ణాన్ని,B-DIS
60,2,కలిగించే,O
60,3,పదార్థాలను,O
60,4,ద్రాక్ష,B-ORGANISM
60,5,బయటకు,O
60,6,నెట్టివేసి,O
60,7,శరీరంలో,O
60,8,వేడిని,O
60,9,తగ్గించి,O
60,10,మంచి,O
60,11,అరుగుదలను,B-DIS
60,12,పెంచును,O
60,13,.,O
61,1,ద్రాక్ష,B-ORGANISM
61,2,ఆస్మా,B-DIS
61,3,వలన,O
61,4,కలిగే,O
61,5,ఆయాసంతగ్గించి,B-DIS
61,6,",",O
61,7,ఊపిరితిత్తుల,B-DIS
61,8,బలం,O
61,9,పెంచును,O
61,10,.,O
62,1,ప్రతి,O
62,2,రోజు,B-TIME
62,3,ద్రాక్షరసం,B-MED
62,4,తాగడం,O
62,5,వలన,O
62,6,మైగ్రేయిన్,B-DIS
62,7,తగ్గడానికి,O
62,8,ఎంతగానో,O
62,9,అవకాశం,O
62,10,ఉంది,O
62,11,.,O
63,1,కురుపుల,B-DIS
63,2,మీద,O
63,3,ద్రాక్ష,B-ORGANISM
63,4,రసం,B-MED
63,5,పోసి,O
63,6,గాజు,O
63,7,కక్షాలో,O
63,8,పరచి,O
63,9,ఉంచితే,O
63,10,కురుపులు,B-DIS
63,11,త్వరగా,O
63,12,మానతాయి,O
63,13,.,O
64,1,జీర్ణకోశ,B-DIS
64,2,వ్యాధులకి,I-DIS
64,3,",",O
64,4,కడుపు,B-DIS
64,5,నొప్పికి,I-DIS
64,6,",",O
64,7,పుదీనా,B-ORGANISM
64,8,గింజలు,O
64,9,కొన్ని,O
64,10,నమిలి,O
64,11,తిన్న,O
64,12,తరువాత,O
64,13,గ్లాసుడు,O
64,14,వేడినీళ్ళు,O
64,15,తాగితే,O
64,16,ఎంతో,O
64,17,ఉపశమనం,B-MED
64,18,కలుగుతుంది,O
64,19,.,O
65,1,కషాయాన్ని,B-MED
65,2,సేవిస్తే,O
65,3,",",O
65,4,జ్వరం,B-DIS
65,5,తగ్గిపోవడమే,O
65,6,కాక,O
65,7,కామెర్లు,B-DIS
65,8,",",O
65,9,ఛాతిమంట,B-DIS
65,10,",",O
65,11,కడుపులో,B-DIS
65,12,మంట,I-DIS
65,13,",",O
65,14,మూత్ర,B-DIS
65,15,సంబంధవ్యాధులు,I-DIS
65,16,సమసిపోతాయి,I-DIS
65,17,.,O
66,1,పుదీనా,B-ORGANISM
66,2,ఆకులు,I-ORGANISM
66,3,అరచేతిలో,O
66,4,బాగా,O
66,5,నలిపి,O
66,6,ఆరసాన్ని,O
66,7,కణతలకి,B-DIS
66,8,",",O
66,9,నుదుటికి,B-DIS
66,10,రాసుకుంటే,O
66,11,",",O
66,12,తలనొప్పి,B-DIS
66,13,తగ్గిపోయి,O
66,14,",",O
66,15,చల్లదనా,O
66,16,న్నిస్తుంది,O
66,17,.,O
67,1,రైనోవైరస్,B-DIS
67,2,సర్వసాధారణంగా,O
67,3,కనిపించే,O
67,4,ఒక,O
67,5,వైరస్,B-DIS
67,6,.,O
68,1,జలుబును,B-DIS
68,2,కలుగజేసే,O
68,3,వైరస్,B-DIS
68,4,లలో,O
68,5,ఇది,O
68,6,ప్రధానమైనది,O
68,7,.,O
69,1,రైనోవైరస్,B-DIS
69,2,ముక్కులో,O
69,3,ఉండే,O
69,4,33-35,B-CARDINAL
69,5,డిగ్రీ,I-CARDINAL
69,6,సెంటీగ్రేడ్,O
69,7,ఉష్ణోగ్రత,O
69,8,వద్ద,O
69,9,సులభంగా,O
69,10,వ్యాప్తి,O
69,11,చెందుతుంది,O
69,12,.,O
70,1,ఇటీవల,O
70,2,నేషనల్,B-ORG
70,3,అకాడమీ,I-ORG
70,4,ఆఫ్,I-ORG
70,5,సైన్సెస్,I-ORG
70,6,నిర్వహించిన,O
70,7,ఒక,O
70,8,అధ్యయనంలో,O
70,9,ఆసక్తికరమైన,O
70,10,విషయం,O
70,11,తేలింది,O
70,12,.,O
71,1,మానవునిలో,B-ORGANISM
71,2,రైనోవైరస్,B-DIS
71,3,అనే,O
71,4,నాలుగు,B-CARDINAL
71,5,రకాల,O
71,6,ఎండెమిక్,B-DIS
71,7,కరోనావైరస్‌ల,B-DIS
71,8,వల్ల,O
71,9,జలుబు,B-DIS
71,10,వస్తుంది,O
71,11,.,O
72,1,జర్మనీలోని,B-LOC
72,2,యూనివర్సిటీ,B-ORG
72,3,హాస్పిటల్,I-ORG
72,4,ఆఫ్,I-ORG
72,5,బాన్,I-ORG
72,6,పరిశోధకుడు,O
72,7,క్రిస్టియన్,O
72,8,డ్రోస్టెన్,B-PER
72,9,బృందం,O
72,10,ఈ,O
72,11,వైరస్‌లలో,B-DIS
